fileName,cleanTitle,url,date,size,genre,rating,coverSearchUrl_thegamesdb,thegamesdbGamePage,thegamesdbDescription
Superman - Shadow of Apokolips (USA).zip,Superman - Shadow of Apokolips,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Superman%20-%20Shadow%20of%20Apokolips%20%28USA%29.zip,28-Mar-2022 16:27,986.6 MiB,Action,6.5,https://thegamesdb.net/search.php?name=Superman%20-%20Shadow%20of%20Apokolips&platform=11,https://thegamesdb.net/game.php?id=29495,"With image rendering in classic cartoon styling, voice acting by Hollywood personalities and appearances of many of the favorite Superman characters, Shadow of Apokolips promises to be a familiar delight to all types of players. Gameplay includes puzzles, tests of strength, civilian rescues, and even a level as Clark Kent. As Superman, you'll get to demolish an army on Inter-bots, then dish out the punishment on classic supervillains like Lex Luthor and Livewire. Gameplay is estimated at 12-15 hours."
Syphon Filter - Dark Mirror (USA).zip,Syphon Filter - Dark Mirror,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Syphon%20Filter%20-%20Dark%20Mirror%20%28USA%29.zip,28-Mar-2022 08:03,3.2 GiB,Shooter,8.4,https://thegamesdb.net/search.php?name=Syphon%20Filter%20-%20Dark%20Mirror&platform=11,https://thegamesdb.net/game.php?id=18935,"Assume the role of Gabe Logan, a highly-trained Precision Strike Operative, commanding a black box United States Agency that legally doesn't exist. Gabe finds himself dealing with a beautiful woman from his past who harbors a shocking secret while he battles the Red Section, a para-military group in possession of Project Dark Mirror, a next-generation weapon of mass destruction. Using Precision Strike Tactics, advanced vision technology, and the latest in high-tech weaponry, Logan and his team perform surgical strike missions - too sensitive for a military response, too dangerous for civilian intelligence forces. Through the role of Gabe, players will have to be quick to strategize, as he is responsible to infiltrate, recon and execute decisively. Once inserted, Logan is his own authority - he must make life and death decisions, quickly choosing which course of action to take."
Syphon Filter - The Omega Strain (USA).zip,Syphon Filter - The Omega Strain,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Syphon%20Filter%20-%20The%20Omega%20Strain%20%28USA%29.zip,28-Mar-2022 14:39,2.6 GiB,Shooter,8.2,https://thegamesdb.net/search.php?name=Syphon%20Filter%20-%20The%20Omega%20Strain&platform=11,https://thegamesdb.net/game.php?id=124144,"No overview is currently available for this title, please feel free to add one."
Tak and the Power of Juju (USA).zip,Tak and the Power of Juju,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Tak%20and%20the%20Power%20of%20Juju%20%28USA%29.zip,28-Mar-2022 17:31,2.2 GiB,Platformer,7.5,https://thegamesdb.net/search.php?name=Tak%20and%20the%20Power%20of%20Juju&platform=11,https://thegamesdb.net/game.php?id=22662,"An ancient prophecy foretells that the Moon Juju, the kind protector of the Pupanunu people, would be weakened by the evil Tlaloc, an embittered Pupanunu shaman, so he could turn the Pupanunu people into sheep as revenge for not being made high shaman in favor of another shaman, Jibolba. The prophecy also mentions a great and mighty warrior who would restore the Moon Juju, defeat Tlaloc, and bring peace to the Pupanunu people. Having escaped Tlaloc's spell, Jibolba believes his apprentice Lok to be the warrior of the prophecy and prepares to send him off; however, it appears that Lok has been turned into a sheep. Jibolba sends his younger apprentice, Tak (voiced by Jason Marsden), to find magical plants and change him back, though it turns out not to be Lok. Jibolba tells Tak to obtain the Spirit Rattle, which allows the wielder to communicate with powerful Juju spirits to assist him, while he finds Lok. Tak returns with the Rattle to find that Lok has been trampled to death by a herd of sheep. Jibolba has Tak collect 100 magic Yorbels and Lok's spirit from the spirit world, allowing him to successfully resurrect Lok. An unfortunate side-effect of the resurrection, however, is a severe case of diarrhea. Tak obtains the Moon Stones instead while Lok recovers, restoring the Moon Juju to full strength. The Moon Juju reveals that the warrior of the prophecy is not Lok, but Tak, as he has already fulfilled almost everything the prophecy predicted. Using his arsenal of Juju spells, Tak defeats Tlaloc and turns him into a sheep, finally fulfilling the prophecy."
Tales of Symphonia (Japan).zip,Tales of Symphonia,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Tales%20of%20Symphonia%20%28Japan%29.zip,29-Mar-2022 16:43,2.8 GiB,RPG,8.9,https://thegamesdb.net/search.php?name=Tales%20of%20Symphonia&platform=11,https://thegamesdb.net/game.php?id=33823,"In a dying village on Sylvarant, legend has it that a Chosen One will one day appear from among the people, and the land will be reborn. Now, you must enter a cel-shaded world in which you command real-time battles. Execute and combine hundreds of special attacks, magic spells, and combos. Each character grows to suit your fighting style, and the storyline changes based on the characters' relationships. The line between good and evil blurs in this immersive adventure where the fate of two interlocked worlds hangs in the balance."
Tales of the Abyss (USA).zip,Tales of the Abyss,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Tales%20of%20the%20Abyss%20%28USA%29.zip,29-Mar-2022 07:41,3.1 GiB,RPG,8.7,https://thegamesdb.net/search.php?name=Tales%20of%20the%20Abyss&platform=11,https://thegamesdb.net/game.php?id=109927,"No overview is currently available for this title, please feel free to add one."
Teen Titans (USA).zip,Teen Titans,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Teen%20Titans%20%28USA%29.zip,29-Mar-2022 02:28,579.0 MiB,Action,7.2,https://thegamesdb.net/search.php?name=Teen%20Titans&platform=11,https://thegamesdb.net/game.php?id=106318,"No overview is currently available for this title, please feel free to add one."
Teenage Mutant Ninja Turtles (USA).zip,Teenage Mutant Ninja Turtles,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Teenage%20Mutant%20Ninja%20Turtles%20%28USA%29.zip,30-Mar-2022 00:18,985.4 MiB,Action,7.5,https://thegamesdb.net/search.php?name=Teenage%20Mutant%20Ninja%20Turtles&platform=11,https://thegamesdb.net/game.php?id=4225,Prepare for ninja kick-butt fighting as you face the Shredder and his vile pack of Foot Ninjas! -Team up in the Story Mode for a single or 2-player co-operative game -Kick some ninja-butt with cool combos and special attacks -Go head-to-head in the VS Mode
Teenage Mutant Ninja Turtles 2 - Battle Nexus (USA).zip,Teenage Mutant Ninja Turtles 2 - Battle Nexus,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Teenage%20Mutant%20Ninja%20Turtles%202%20-%20Battle%20Nexus%20%28USA%29.zip,28-Mar-2022 09:02,2.1 GiB,Strategy,7.3,https://thegamesdb.net/search.php?name=Teenage%20Mutant%20Ninja%20Turtles%202%20-%20Battle%20Nexus&platform=11,https://thegamesdb.net/game.php?id=9825,Play with Up To 4 Players! Venture with the Turtles to shell and back in TMNT 2: BattleNexus. Pick up the action on a strange new planet with mysterious new technology. Two tail-kickin' modes deliver green-knuckled action including Story and BattleNexus Mode! -Specialized moves for each Turtle! -4-player shell-action! -Cooperative play & head-to-head four player competition -Unlock a blast from the past - the original TMNT arcade game!
Teenage Mutant Ninja Turtles 3 - Mutant Nightmare (USA).zip,Teenage Mutant Ninja Turtles 3 - Mutant Nightmare,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Teenage%20Mutant%20Ninja%20Turtles%203%20-%20Mutant%20Nightmare%20%28USA%29.zip,29-Mar-2022 16:55,2.0 GiB,Action,7.0,https://thegamesdb.net/search.php?name=Teenage%20Mutant%20Ninja%20Turtles%203%20-%20Mutant%20Nightmare&platform=11,https://thegamesdb.net/game.php?id=13120,"The Turtles are back to battle the nefarious Shredder and his evil Foot Ninjas in an all-new action game for the Playstation 2. -4-player Story Mode with wide range of moves and combos -Power-up/customize your character as you progress through the game -Great variety in gameplay including vehicle, fight and exploration stages -Unlockable retro TMNT arcade game Join the TMNT in their latest set of adventures. Whether they are battling the Foot Ninjas on the streets of NYC or infiltrating the Triceraton base they are always looking for action - or perhaps action is looking for them. Play as your favorite Turtle through the TMNT universe alone or grab some friends for some 4 player intense action."
Tekken 4 (USA) (Trade Demo).zip,Tekken 4,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Tekken%204%20%28USA%29%20%28Trade%20Demo%29.zip,20-Jul-2025 07:58,404.0 MiB,Fighting,8.3,https://thegamesdb.net/search.php?name=Tekken%204&platform=11,https://thegamesdb.net/game.php?id=109536,"Tekken 4 (鉄拳4) is a fighting video game developed and published by Namco as the fourth main and fifth installment in the Tekken series, following the release of the non-canon crossover titled Tekken Tag Tournament in 1999. It was released as an arcade game in 2001, and on the PlayStation 2 in 2002."
Tekken 5 (USA).zip,Tekken 5,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Tekken%205%20%28USA%29.zip,28-Mar-2022 08:46,3.7 GiB,Fighting,8.9,https://thegamesdb.net/search.php?name=Tekken%205&platform=11,https://thegamesdb.net/game.php?id=3753,"Loved across the world for its amazing characters, explosive graphics and lightning-fast gameplay, Tekken 5 promises to deliver the next generation of blistered fingers and bleary eyes as it brings players the ultimate, most visually stunning fighting experience ever seen in a Tekken game. Tekken 5 brings back the popular cast of characters from the previous games along with three new characters for a total of 20 default characters to start, with even more to unlock as you progress in the game. The game allows players to use fight money to customize their character with various accessories such as hats, glasses and an assortment of different costumes. Each of the new characters is equipped with a variety of deadly techniques, and the returning characters have been updated with new moves and combos. New to Tekken 5 is a bonus action adventure game that unfolds a side story to the action-packed fighting sequences. After the completion of The King of Iron Fist Tournament 4, a fierce battle between father and son unfolded at Mishima Zaibatsu headquarters. Jin emerges as the victor in this battle and continues to defeat Heihachi, his grandfather - but spares both Kazuya and Heihachi's lives in honour of his mother who loved peace. Soon after Jin's departure, a swarm of Jacks arrive at Honmaru and begin to attack Heihachi and Kazuya - and in order to escape, Kazuya thrusts Heihachi into the swarm of Jacks. A great explosion destroys Honmaru, and a man watching from afar reports, ""Heihachi Mishima is dead."" While many presume the death of Heihachi Mishima will end the reign of Mishima Zaibatsu, an announcement is made for the fifth King of Iron Fist Tournament, with an unknown replacement to Heihachi leading the organization. The fight begins once again."
Tekken Tag Tournament (USA) (v1.00).zip,Tekken Tag Tournament,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Tekken%20Tag%20Tournament%20%28USA%29%20%28v1.00%29.zip,30-Mar-2022 01:00,436.0 MiB,Fighting,8.8,https://thegamesdb.net/search.php?name=Tekken%20Tag%20Tournament&platform=11,https://thegamesdb.net/game.php?id=74994,"No overview is currently available for this title, please feel free to add one."
Tenchu - Fatal Shadows (USA).zip,Tenchu - Fatal Shadows,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Tenchu%20-%20Fatal%20Shadows%20%28USA%29.zip,29-Mar-2022 13:42,2.8 GiB,Action,7.8,https://thegamesdb.net/search.php?name=Tenchu%20-%20Fatal%20Shadows&platform=11,https://thegamesdb.net/game.php?id=13121,"Two black-clad ninjas, Ayame and Rin, silently stalk enemies and strike with brutal Stealh kills in revenge for the massacre of Rin's village. With lethal blades and their own specialized attacks, the fierce assassins draw ever closer to discovering who ordered this heinous crime."
"Tenchu - Wrath of Heaven (USA) (En,Ja).zip",Tenchu - Wrath of Heaven,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Tenchu%20-%20Wrath%20of%20Heaven%20%28USA%29%20%28En%2CJa%29.zip,28-Mar-2022 06:21,2.8 GiB,Action,8.4,https://thegamesdb.net/search.php?name=Tenchu%20-%20Wrath%20of%20Heaven&platform=11,https://thegamesdb.net/game.php?id=107931,"No overview is currently available for this title, please feel free to add one."
TimeSplitters - Future Perfect (USA).zip,TimeSplitters - Future Perfect,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/TimeSplitters%20-%20Future%20Perfect%20%28USA%29.zip,30-Mar-2022 02:46,3.0 GiB,Shooter,8.8,https://thegamesdb.net/search.php?name=TimeSplitters%20-%20Future%20Perfect&platform=11,https://thegamesdb.net/game.php?id=113289,"In the year 2401 the space marine Sergeant Cortez is leaving the space station that he visited in the end of his previous journey. He soon discovers that the crystals he has found can power up a time machine. After having located traces of TimeSplitter activities in various time periods on the Earth, Cortez boards the time machine and travels to these periods, hoping to aid various characters in their battles against evil. TimeSplitters: Future Perfect is a first-person shooter in which players battle their way through thirteen story missions spread across six time periods, either alone or cooperatively. The protagonist's arsenal varies depending on the time period he travels to: for example, traveling to 1924 will allow Cortez to wield World War I weapons; a Soviet setting in the 1960's contains various local firearms of that time period; stages that take place in the future feature corresponding futuristic weaponry, etc. In addition to fast-paced shooting gameplay there are also some stealth and vehicle-driving segments. Like in the previous installments of the series, various multiplayer modes are included. Players can take on computer-controlled opponents on any of the fifteen arcade maps, or make their own ones. Players can also compete for awards in dozens of arcade league matches and challenges. It is possible to choose from between 150 characters and challenge other players to a head-to-head battle, either with up to four-player split screen or online and LAN play."
TimeSplitters 2 (USA).zip,TimeSplitters 2,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/TimeSplitters%202%20%28USA%29.zip,30-Mar-2022 00:54,1.1 GiB,Shooter,8.9,https://thegamesdb.net/search.php?name=TimeSplitters%202&platform=11,https://thegamesdb.net/game.php?id=121963,"No overview is currently available for this title, please feel free to add one."
Tony Hawk's Pro Skater 3 (USA) (Rev 1).zip,Tony Hawk's Pro Skater 3,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Tony%20Hawk%27s%20Pro%20Skater%203%20%28USA%29%20%28Rev%201%29.zip,28-Mar-2022 22:18,2.8 GiB,Sports,9.1,https://thegamesdb.net/search.php?name=Tony%20Hawk%27s%20Pro%20Skater%203&platform=11,https://thegamesdb.net/game.php?id=4772,"Tony Hawk's Pro Skater 3 is a 2001 PlayStation 2 skateboarding sports video game developed by Neversoft and released by Activision in the USA on October 30, 2001. This game saw the introduction of the revert, a trick that enabled vert combos to be tied together with a manual, by tapping a button when landing in a quarterpipe. This allowed for much longer combos than in the previous two games, where landing in a quarterpipe would finish a combo. The game also added hidden combos. These were variations on standard tricks that could be performed as grab, flip, lip, or grind tricks. For example, double-tapping the kickflip button would, naturally, make the character perform a double kickflip."
Tony Hawk's Pro Skater 4 (USA) (v1.02).zip,Tony Hawk's Pro Skater 4,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Tony%20Hawk%27s%20Pro%20Skater%204%20%28USA%29%20%28v1.02%29.zip,29-Mar-2022 19:22,2.7 GiB,Sports,9.0,https://thegamesdb.net/search.php?name=Tony%20Hawk%27s%20Pro%20Skater%204&platform=11,https://thegamesdb.net/game.php?id=9743,"Tony Hawk's Pro Skater 4 is a 2002 PlayStation 2 skateboarding sports video game developed by Neversoft and released by Activision in the USA on October 23, 2002. Drop into the ultimate challenge. In the next chapter in the Tony Hawk series, pros challenge you to make your mark in huge free-roaming levels, taking on 190 progressively harder goals with no time limits to hold you back. Decide when you're ready to take on your Pro Challenge and move into the pro ranks, where it's a whole new game. Build your skills, perform all-new tricks, play up to eight players online, and show that you've got what it takes to go Pro."
Tony Hawk's Underground (USA).zip,Tony Hawk's Underground,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Tony%20Hawk%27s%20Underground%20%28USA%29.zip,29-Mar-2022 02:49,3.5 GiB,Sports,8.8,https://thegamesdb.net/search.php?name=Tony%20Hawk%27s%20Underground&platform=11,https://thegamesdb.net/game.php?id=4774,"Tony Hawk's Underground is a 2003 PlayStation 2 skateboarding sports video game developed by Neversoft and released by Activision in the USA on October 27, 2003. Activision's definitive skateboarding game returns on the PlayStation 2, GameCube, Xbox, Game Boy Advance, and PC with Tony Hawk's Underground. In a departure from former games in the series, Underground gives players the chance to take an ambitious non-pro skater from an unknown, to superstar status. For the first time in the series, players will be able to get off their board and explore the expansive levels on foot, or in a vehicle. Customize the look of your skater, your skater's tricks, and even create custom skateparks. Tony Hawk's Underground features nine sprawling courses, as well as a level of freedom and customization that is unprecedented in the popular series."
Tony Hawk's Underground 2 (USA).zip,Tony Hawk's Underground 2,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Tony%20Hawk%27s%20Underground%202%20%28USA%29.zip,30-Mar-2022 00:27,2.5 GiB,Sports,8.5,https://thegamesdb.net/search.php?name=Tony%20Hawk%27s%20Underground%202&platform=11,https://thegamesdb.net/game.php?id=4774,"Tony Hawk's Underground is a 2003 PlayStation 2 skateboarding sports video game developed by Neversoft and released by Activision in the USA on October 27, 2003. Activision's definitive skateboarding game returns on the PlayStation 2, GameCube, Xbox, Game Boy Advance, and PC with Tony Hawk's Underground. In a departure from former games in the series, Underground gives players the chance to take an ambitious non-pro skater from an unknown, to superstar status. For the first time in the series, players will be able to get off their board and explore the expansive levels on foot, or in a vehicle. Customize the look of your skater, your skater's tricks, and even create custom skateparks. Tony Hawk's Underground features nine sprawling courses, as well as a level of freedom and customization that is unprecedented in the popular series."
Transformers (USA) (Trade Demo).zip,Transformers,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Transformers%20%28USA%29%20%28Trade%20Demo%29.zip,21-Jul-2025 19:41,130.5 MiB,Action,7.5,https://thegamesdb.net/search.php?name=Transformers&platform=11,https://thegamesdb.net/game.php?id=113740,"No overview is currently available for this title, please feel free to add one."
Transformers - The Game (USA).zip,Transformers - The Game,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Transformers%20-%20The%20Game%20%28USA%29.zip,28-Mar-2022 12:33,1.8 GiB,Action,7.3,https://thegamesdb.net/search.php?name=Transformers%20-%20The%20Game&platform=11,https://thegamesdb.net/game.php?id=14176,"Based on the 2007 live-action feature film, Transformers: The Game lets gamers control the outcome in the battle for Earth as they choose to protect it as Autobots or destroy it as Decepticons. Players experience the unstoppable power and massive scale of their favorite Robots in Disguise such as BumbleBee, Barricade and others. As the Transformers robot's war comes to Earth, gamers make the choice to join the Autobots in protecting our planet or to join the Decepticons in destroying it. With dual campaigns, the fate of the world is in players' hands."
True Crime - New York City (USA).zip,True Crime - New York City,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/True%20Crime%20-%20New%20York%20City%20%28USA%29.zip,29-Mar-2022 10:49,2.0 GiB,Action,7.5,https://thegamesdb.net/search.php?name=True%20Crime%20-%20New%20York%20City&platform=11,https://thegamesdb.net/game.php?id=5391,"Marcus Reed is a gangster turned cop who is out to clean the streets of New York. Marcus joins the Organized Crime Division of the NYPD with the intent to rid the city of crime and violence. Hoping to make a name for himself after his mentor is shot down, Marcus goes after the top crime syndicates of the city. Besides having to do this, Marcus is a street-level cop. He is responsible for anything from stopping street fights to stopping gang wars to defusing bombs! Not only this, he can frisk people on the street for contraband, can do trunk searches on cars, as well as issue tickets to speeders. But if Marcus is gonna do all those things, hes gonna do it his way. Need some cash? Marcus isn't opposed to a bit of extortion from the local pharmacy. Need some a way to stabilize your career after that rampage last week? Plant some evidence on a guy and bring him in. No one will know. Pistols not cutting it for you? The gun stores sell police officers anything, from M4's to flamethrowers to RPGs. With the city of New York at your fingertips, and nearly every building accessible to you, how will you rule? Will you be a shining beacon of morals, or a shady figure in the underworld of NY. The choice is up to you."
True Crime - Streets of LA (USA).zip,True Crime - Streets of LA,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/True%20Crime%20-%20Streets%20of%20LA%20%28USA%29.zip,29-Mar-2022 17:39,1.8 GiB,Action,8.0,https://thegamesdb.net/search.php?name=True%20Crime%20-%20Streets%20of%20LA&platform=11,https://thegamesdb.net/game.php?id=8074,"True Crime: Streets of LA is a free-roaming driving and action game similar in concept to Grand Theft Auto III. The game's structure is mission-based; most of the missions are dictated by the story and initiate following a cutscene that advances it. Failing a mission still allows the player to continue playing through the chapter and undertake subsequent missions; in some cases this will lead to branching paths and optional missions. However, in order to complete the whole chapter the player must eventually succeed in all the main missions."
Twisted Metal - Black (USA).zip,Twisted Metal - Black,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Twisted%20Metal%20-%20Black%20%28USA%29.zip,30-Mar-2022 05:00,3.1 GiB,Action,8.8,https://thegamesdb.net/search.php?name=Twisted%20Metal%20-%20Black&platform=11,https://thegamesdb.net/game.php?id=126131,"It's a vehicular combat game that has a very dark and gothic theme to it, with the music to back it up. Detailed graphics, day/night cycle, particle effects, and a constant 60 frames per second. The game also boasts a multiplayer mode, with 1-4 multiplayers, over ten arenas (some specific to multiplayer), and a cooperative mode, so instead of fighting each other, you can work together. The game's soundtrack consists of techno/gothic music, with some industrial, and acoustic guitar bits"
"Ty the Tasmanian Tiger (USA) (En,Fr,De,Es).zip",Ty the Tasmanian Tiger,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Ty%20the%20Tasmanian%20Tiger%20%28USA%29%20%28En%2CFr%2CDe%2CEs%29.zip,15-Sep-2025 07:49,1.2 GiB,Platformer,7.6,https://thegamesdb.net/search.php?name=Ty%20the%20Tasmanian%20Tiger&platform=11,https://thegamesdb.net/game.php?id=82711,"No overview is currently available for this title, please feel free to add one."
Ultimate Spider-Man (USA) (Limited Edition).zip,Ultimate Spider-Man,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Ultimate%20Spider-Man%20%28USA%29%20%28Limited%20Edition%29.zip,25-Apr-2022 20:02,2.8 GiB,Action,8.3,https://thegamesdb.net/search.php?name=Ultimate%20Spider-Man&platform=11,https://thegamesdb.net/game.php?id=82511,"No overview is currently available for this title, please feel free to add one."
Unlimited Saga (USA).zip,Unlimited Saga,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Unlimited%20Saga%20%28USA%29.zip,28-Mar-2022 12:57,2.3 GiB,RPG,6.8,https://thegamesdb.net/search.php?name=Unlimited%20Saga&platform=11,https://thegamesdb.net/game.php?id=9835,"""Unlimited SaGa"" is a sequel to Square's famous series of non-linear RPGs. Like in the early Romancing Saga games, and in Saga Frontier, you assume the role of eight main characters (selectable at the beginning of the game). The story centers around Laura, a 30-year old widow and an ex-pirate, but you view the story and make it progress differently depending on which character you have chosen, and on the decisions you take throughout the game. Each character is represented by a different kind of flower. ""Unlimited SaGa"" feels and plays a lot like a classic board RPG. Everything - from disarming traps to hitting the enemy successfully in a battle - depends on the so-called REEL system. You have to stop a spinning slot machine at the right time, in order to perform an action successfully. It is similar to the classic dice system in pen-and-paper RPGs, and to the Judgment Ring system in Shadow Hearts. You can explore the world in a non-linear fashion, visit many optional areas and fight monsters at your will. Some puzzles have multiple solutions and can be solved by using a character's special skill. For example, a character with a Swim skill can cross a river and reach the next area of the game."
Urban Reign (USA).zip,Urban Reign,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Urban%20Reign%20%28USA%29.zip,28-Mar-2022 10:04,1.5 GiB,Action,7.9,https://thegamesdb.net/search.php?name=Urban%20Reign&platform=11,https://thegamesdb.net/game.php?id=9836,"From the creators of TEKKEN and Soulcalibur comes the ultimate street brawler: the first multiplayer fighting game to unleash never-before-seen double team combos at 60 frames per second. You better come looking for a fight. Settle in for 100 mission-deep Story and Free modes, relentless Challenge modes and massive multiplayer action. -Choose from 60 playable characters for you and your AI partner. -Inflict punishment with 30 street weapons, from pipes and bats to broken bottles and more."
Valkyrie Profile 2 - Silmeria (USA).zip,Valkyrie Profile 2 - Silmeria,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Valkyrie%20Profile%202%20-%20Silmeria%20%28USA%29.zip,28-Mar-2022 07:51,3.5 GiB,RPG,8.4,https://thegamesdb.net/search.php?name=Valkyrie%20Profile%202%20-%20Silmeria&platform=11,https://thegamesdb.net/game.php?id=106995,"No overview is currently available for this title, please feel free to add one."
Van Helsing (USA).zip,Van Helsing,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Van%20Helsing%20%28USA%29.zip,30-Mar-2022 03:08,1.1 GiB,Music/Rhythm,7.2,https://thegamesdb.net/search.php?name=Van%20Helsing&platform=11,https://thegamesdb.net/game.php?id=4767,"Van Helsing is able to pick up various weapons, to complete the quest. Each weapon, except the elephant gun, has its own ammunition upgrades. An ammo bar indicates how much of the upgraded ammo can be used. Regular ammo is unlimited and use of regular ammo increases the amount of upgraded ammo length. Van Helsing can collect up to three life replenishers, three ammo replenishers and three speed boosts. After every five kills, Van Helsing is able to perform a ""finishing move"" which will kill the sixth enemy with one hit. Special enemies such as any of the brides, Velkan the werewolf, Dracula or Igor have no response to a finishing move. The list of enemies that Van Helsing encounters during the length of the game include skeletons, flying skulls, small werewolves, skeletons armed with swords, bats, Dracula's children, stone statues, etc. along with the main enemies. ."
Vexx (USA).zip,Vexx,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Vexx%20%28USA%29.zip,28-Mar-2022 09:07,1.6 GiB,Action,7.4,https://thegamesdb.net/search.php?name=Vexx&platform=11,https://thegamesdb.net/game.php?id=9839,"On the forsaken remains of the planet Astara, the villagers of Rockhaven lived difficult but peaceful lives, until the day the Shadowraith, Dark Yabu, and his minions swept down from the sky. With ferocity and ruthless efficiency, they descended upon the townfolk, enslaving them to work deep in the caves that surrounded their village. Dark Yabu murdered the grandfather of the young Vexx, who managed to slip quietly aboard the enemy's windship. There, locked deep within Yabu's sanctum, was the last pair of Astani Battle-gauntlets. The gauntlets leapt onto Vexx's outstretched hands and bonded to his arms giving him special powers. Prepared to meet his destiny, Vexx embarks on a quest through volcanic islands, frozen citadels and giant castles to confront Dark Yabu, save his people and avenge the death of his grandfather."
Viewtiful Joe (USA).zip,Viewtiful Joe,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Viewtiful%20Joe%20%28USA%29.zip,29-Mar-2022 10:58,1.7 GiB,Action,8.8,https://thegamesdb.net/search.php?name=Viewtiful%20Joe&platform=11,https://thegamesdb.net/game.php?id=2775,"Joe is no ordinary man and Viewtiful Joe is no ordinary game. Capcom's new superhero action game mixes funky cartoon-style visuals with classic side-scrolling gameplay and introduces the world's quirkiest million dollar action hero. More than just any ordinary dude, Joe must transform into the ultimate superhero. It's up to you to activate the correct view mode like ""slow"" or ""zoom in"" in order to clobber your enemies with beautiful style. You can also speed up or slow down your visual effects for even more ""viewtiful"" moves. Viewtiful Joe mixes an innovative viewpoint with an amazing stunt-filled action movie universe."
Viewtiful Joe 2 (USA).zip,Viewtiful Joe 2,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Viewtiful%20Joe%202%20%28USA%29.zip,28-Mar-2022 22:50,769.3 MiB,Action,8.5,https://thegamesdb.net/search.php?name=Viewtiful%20Joe%202&platform=11,https://thegamesdb.net/game.php?id=2775,"Joe is no ordinary man and Viewtiful Joe is no ordinary game. Capcom's new superhero action game mixes funky cartoon-style visuals with classic side-scrolling gameplay and introduces the world's quirkiest million dollar action hero. More than just any ordinary dude, Joe must transform into the ultimate superhero. It's up to you to activate the correct view mode like ""slow"" or ""zoom in"" in order to clobber your enemies with beautiful style. You can also speed up or slow down your visual effects for even more ""viewtiful"" moves. Viewtiful Joe mixes an innovative viewpoint with an amazing stunt-filled action movie universe."
WWE SmackDown vs. Raw 2007 (USA) (v1.01).zip,WWE SmackDown vs. Raw 2007,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/WWE%20SmackDown%20vs.%20Raw%202007%20%28USA%29%20%28v1.01%29.zip,27-Mar-2024 00:53,3.4 GiB,Sports,8.4,https://thegamesdb.net/search.php?name=WWE%20SmackDown%20vs.%20Raw%202007&platform=11,https://thegamesdb.net/game.php?id=23492,"A brand new Analog Control System makes fighting more realistic than ever with intuitive movement and new elements of control. An enhanced Season Mode provides multiple branching storylines and unprecedented levels of player choice. In and out of the ring, dozens of user-controlled environmental hotspots let players take advantage of anything at their disposal to inflict damage on opponents in new and unique ways. Additionally, new high impact combination moves let players take the power of WWE Superstars into their own hands. Experience the intensity of WWE fans in a brand new, fully loaded interactive fighting area. Players can take advantage of multiple weapons, environmental damage and grabbing signs and weapons from the crowd. WWE SmackDown vs. RAW 2007 offers multiple enhancements, including incredible high definition graphics, updated rosters for both RAW and SmackDown, an expanded General Manager Mode, online multiplayer game play with voice chat support and more."
